region,price,price per sq mtr,rooms,size,rent
Söderkulla,1310000, 17467 ,3.0,75.0, 3917 
Ribersborg,2600000, 42623 ,2.0,61.0, 3394 
Slussen,2500000, 27473 ,3.0,91.0, 5939 
Limhamn,1375000, 39286 ,1.0,35.0, 2692 
Almhög,1065000, 14013 ,3.0,76.0, 4477 
Triangeln,1995000, 20152 ,4.0,99.0, 6716 
Lönngården,1250000, 23585 ,3.0,53.0, 3028 
S:t Knut,1595000, 41974 ,2.0,38.0, 2437 
S:t Knut,4100000, 32283 ,4.0,127.0, 5555 
Nobeltorget,675000, 29095 ,1.0,23.2, 2428 
Bunkeflostrand,2050000, 24848 ,3.0,82.5, 5432 
Rosengård,850000, 14286 ,2.0,59.5, 4060 
Limhamns Sjöstad,3495000, 39716 ,3.0,88.0, 4491 
Kirseberg,1710000, 23425 ,3.0,73.0, 4742 
Rörsjöstaden,3125000, 40584 ,2.0,77.0, 4044 
Bunkeflostrand,2000000, 24301 ,3.0,82.3, 5518 
Rörsjöstaden,2175000, 38839 ,2.0,56.0, 3043 
